epoch,train_loss,train_loss_mse,train_loss_kl,train_mse_rec,train_psnr_rec,train_ssim_rec,val_loss,val_loss_mse,val_loss_kl,val_mse_rec,val_psnr_rec,val_ssim_rec,val_mse_gt,val_mse_gt_h,val_mse_gt_e,val_psnr_gt,val_psnr_gt_h,val_psnr_gt_e,val_ssim_gt,val_ssim_gt_h,val_ssim_gt_e
1,2497.045807354823,4038.820226949538,955.2713767860738,0.0007214735186094931,26.04610158481869,0.9316829301734671,930.8000813325247,1858.9932160377502,2.6069588710864386,0.00011323288458697789,31.240311861038208,0.9648936266700426,0.09207343263551593,0.14722518033037582,0.036921684513799846,12.37878135840098,10.779491345087687,13.978071212768555,0.429344638561209,0.4924141118923823,0.3662751705075304
2,541.1860798840274,793.131413645089,289.24074413426115,0.0001399484145445683,29.731904890864946,0.9725262180182606,788.6645225683848,1575.4594524701436,1.8696151872475941,0.00015080761674350165,30.24210540453593,0.9688734213511149,0.0897519929955403,0.14056027866899967,0.038943708214598395,14.419853528340658,13.256768743197123,15.582938353220621,0.5224373402694861,0.6299044663707415,0.4149702188248436
3,453.1242173181326,668.2077814617428,238.0406527044649,0.00013572363086366586,29.64857788221531,0.9740191323073555,1062.105400164922,2123.1963591575623,1.0144269863764446,0.00014276675187829824,31.00236749649048,0.9684316391746203,0.08596982651700576,0.13126776150117317,0.04067189044629534,17.109859704971313,17.001402219136555,17.218317071596783,0.6515053945283095,0.8000011841456095,0.5030096033588052
4,412.6417934905861,624.5227714285467,200.76081493793507,0.0001339638717680832,29.46248839816776,0.9748587135172568,813.42282696565,1626.0488923390706,0.7967622267703215,0.0002285036010410598,27.947027842203777,0.9666042899092039,0.08529207358757655,0.12700837089990577,0.04357577709015459,18.746408939361572,18.793618122736614,18.699199597040813,0.7108781710267067,0.8569454799095789,0.5648108633855978
5,388.2851171629124,587.7299231578953,188.84031149335382,0.00012541706809492383,29.571279627451965,0.9757499622083953,858.1696056922277,1715.3936037222545,0.9456123119841019,0.0002115809085504831,28.11428991953532,0.9692959661285082,0.08395621102924149,0.12380124085272352,0.04411118213708202,19.471498727798462,20.164814551671345,18.778182983398438,0.7376033291220665,0.8872933511932691,0.5879132989794016
6,370.47254571417494,557.6166331214363,183.32845771934183,0.00012075256165267372,29.61761993932498,0.9763157543554125,668.9299150109291,1337.1141127745311,0.7457390980174144,0.00020734212027188428,28.84536902109782,0.9691646819313368,0.08352518640458584,0.12263107548157375,0.04441929790967455,20.264079570770264,21.088487188021343,19.439672470092773,0.7598545675476392,0.9003080253799757,0.6194011035064856
7,356.983614230043,534.4688808567716,179.49834780218478,0.00011573237631995076,29.728257177000362,0.9768898695424835,813.9205774863561,1626.7773667971294,1.0637963575621445,0.0002113380881686074,28.364124695460003,0.9692463750640551,0.08215013332664967,0.11722492954383294,0.04707533687663575,21.45808204015096,23.14139191309611,19.77477200826009,0.785011351108551,0.9181689297159513,0.6518537911276022
8,347.44290717970136,513.2791657289622,181.6066483592535,0.00011039865943901153,29.841677432941598,0.9773142268589887,662.5984638532003,1324.218384663264,0.9785197811822096,0.00020321750813915665,28.47904920578003,0.9700583244363467,0.08291647800554831,0.11994363895306985,0.045889316708780825,20.939162572224934,22.183093229929607,19.695232391357422,0.7789187952876091,0.91425043096145,0.6435871658225855
9,336.7059263979654,495.8735957936653,177.5382566226037,0.00011013746863414927,29.818267157857452,0.9773806102609183,605.9589308102926,1210.856455008189,1.0614193975925446,0.00023999250455138585,27.18251379330953,0.9707115863760313,0.08288420084863901,0.11985340947285295,0.04591499272889147,21.306201140085857,22.550287405649822,20.062114159266155,0.7929264977574348,0.9223421514034271,0.6635108465949694
10,332.27403425605377,491.145526976382,173.40254196962474,0.00010996853232522213,29.795771619154944,0.9775504950098517,640.5035014748573,1279.8764259815216,1.130564556767543,0.0001963181860749804,28.94639492034912,0.9725783988833427,0.08189207362011075,0.11674741003662348,0.04703673689315716,21.715515613555908,23.310582796732586,20.12044890721639,0.797479455669721,0.9237787226835886,0.6711801700294018
11,329.2920399887302,483.8980353839025,174.68604584101817,0.00010821226732293641,29.88843954682915,0.977716477914444,488.2117580572764,975.361240943273,1.0622681739429634,0.00020964758050467935,28.541808048884075,0.972860169907411,0.08213445420066516,0.11710468757276733,0.047164219547994435,21.68682352701823,23.396342754364014,19.977303981781006,0.79719078540802,0.926870326201121,0.6675112346808115
12,318.66369684951565,462.1552780657583,175.17211630220098,0.00010403660679141157,29.973445198547218,0.9780013718734986,675.3059013287226,1349.5031458536785,1.1086458265781403,0.00020354116198480673,28.62167302767436,0.9717837199568748,0.08179159198577206,0.1164205246604979,0.047162659388656415,21.78555138905843,23.535062551498413,20.03603990872701,0.7981199796001116,0.9260396361351013,0.6702003106474876
13,315.68335076643956,458.8904301430942,172.47627060334264,0.00010486049437764381,29.940473854824265,0.9780087130612106,960.9982101122538,1920.9807175000508,1.0157141697903473,0.00016978123403532663,29.581640640894573,0.9737352306644121,0.08150461626549561,0.11676584463566542,0.046243386381926634,21.975678205490112,23.59623908996582,20.35511787732442,0.8023413295547167,0.9281151096026102,0.6765675619244576
14,313.52851849596647,455.2626572016856,171.79437986256386,0.00010461142117587101,29.963941413644367,0.9780773365102108,696.7412541309992,1392.365561803182,1.1169587944944699,0.0001811071157741632,29.407911777496338,0.974731907248497,0.0813543211358289,0.11489851648608844,0.04781012640645107,21.983476559321087,23.85953227678935,20.107420603434246,0.8017890801032385,0.928854746123155,0.6747234066327413
15,307.3320408500201,442.30517776995475,172.35890224872608,0.0001017199842022664,30.03883091081375,0.9782898298936997,809.9202972253164,1618.8144266605377,1.0261584644516308,0.00022048161281418288,28.24623433748881,0.9718824525674185,0.08193491989125808,0.1163313287931184,0.047538508738701545,21.947123209635418,23.66859809557597,20.225648562113445,0.8064161390066147,0.928369993964831,0.6844622778395811
16,304.5481946140669,441.44042050329995,167.65596856212164,0.00010574861673841814,29.901567395829478,0.9780213396413632,818.7546715339025,1636.4731182654698,1.0362147440512974,0.00020652835231279218,28.544166405995686,0.9738014886776606,0.0815593892087539,0.11610445473343134,0.04701432523628076,21.91939576466878,23.819346745808918,20.019444704055786,0.8065497577190399,0.9315822099645933,0.6815173129240671
17,300.88622603936216,430.76168839513406,171.0107645785074,0.0001011386950000234,30.047235138608382,0.9783613703685914,684.4483072757721,1367.8879625797272,1.0086693974832694,0.0002313360834402071,27.703911145528156,0.9741013124585152,0.08239185654868682,0.1173026510514319,0.047481059678830206,21.62102961540222,23.303657452265423,19.938401222229004,0.7974754646420479,0.9287569845716158,0.6661939521630605
18,292.7366383629388,414.6140317871672,170.8592453183721,9.935140407738558e-05,30.08835325195891,0.9784192096141843,765.8309768040975,1530.5594979127247,1.1024291266997654,0.00019808443585134228,28.51460886001587,0.9750291878978411,0.08164401802544792,0.11616380512714386,0.0471242299148192,21.833807547887165,23.592472155888874,20.07514301935832,0.8016605203350385,0.928790882229805,0.6745301547149817
19,293.8409486020346,417.15114383787903,170.5307529322909,9.94380625343183e-05,30.08347806885344,0.9784977491150535,417.2554297844569,833.4125889539719,1.0982778208951156,0.0002290356778757996,27.46010176340739,0.9742076347271601,0.08223512396216393,0.11715153822054465,0.047318709820198514,21.757502953211468,23.442683776219685,20.072321732838947,0.8016732310255369,0.9300501421093941,0.673296312491099
20,292.0042665490607,413.50358961204785,170.50494359454837,9.917896688196884e-05,30.092212512029857,0.9784651542726851,663.5938854614893,1326.1546736558278,1.0331286663810413,0.0002530181742865049,27.330423593521118,0.9730840946237246,0.08232541289180517,0.1176302470266819,0.047020578873343766,21.825321833292644,23.453349272410076,20.19729407628377,0.8070093343655268,0.9326130722959837,0.6814056038856506
21,288.58794873133655,407.4888521890505,169.68704469509035,9.936854281968666e-05,30.073602439102967,0.9784637796229095,836.5871560970942,1672.0723639329274,1.1019225021203358,0.00020776817185227023,28.33570949236552,0.974091574549675,0.08154162221277754,0.11595465242862701,0.04712859203573316,22.083032687505085,23.94949134190877,20.21657395362854,0.8083640163143476,0.9330450867613157,0.6836829533179601
22,289.07436864409965,408.74110051014975,169.40763655206038,9.894367323183373e-05,30.08969570223189,0.9784570411200771,732.7937513589859,1464.4653930664062,1.1221131285031636,0.00022974662397245993,27.88343318303426,0.9734221597512563,0.08196298979843657,0.11640564072877169,0.04752034010986487,21.90614604949951,23.691454887390137,20.120837370554607,0.8025114809473356,0.9285708193977674,0.6764521362880865
23,287.60112769682826,405.4061536020577,169.79610108651255,9.867881388310785e-05,30.107849695106253,0.9785405140352476,814.9151402711868,1628.7233298619587,1.1069693664709728,0.00022596893707789908,27.96443812052409,0.9741501609484354,0.08184962129841249,0.1163692989697059,0.04732994257938117,21.905582348505657,23.686872164408367,20.124292453130085,0.8076696867744128,0.9313892349600792,0.6839501435558001
24,287.1560833103849,404.5642317640838,169.74793538098086,9.825612586269555e-05,30.116543209383273,0.9784996171980672,685.8893229961395,1370.692247748375,1.0863881334662437,0.000225763375662306,28.002492030461628,0.9739450837175051,0.0819381649295489,0.1163667084959646,0.04750962113030255,21.836903015772503,23.616997241973877,20.05680815378825,0.8050839851299921,0.9311142861843109,0.6790536840756735
