epoch,train_loss,train_loss_mse,train_loss_kl,train_mse_rec,train_psnr_rec,train_ssim_rec,val_loss,val_loss_mse,val_loss_kl,val_mse_rec,val_psnr_rec,val_ssim_rec
1,1943.9399840368478,1537.9337320553748,406.00625243345144,0.0008611132831354648,24.01386977936984,0.9318688432752239,11.015576021353404,8.724423433303834,2.2911525886021553,0.00016467999008667295,27.425787183125813,0.9727375641465187
2,587.0267529962188,463.6933517094472,123.33340221784691,0.0002246467872209388,27.34271697410475,0.9719489401126925,8.083229879995187,6.263010905136665,1.8202189764988919,0.00022626776832385077,26.736717935880026,0.9714272702932358
3,512.393718520612,402.2722040149273,110.12151423449765,0.00019872831689491505,27.70044266443117,0.9732395106864766,7.548164277235667,5.772616799116134,1.7755474746581168,0.00020424795684145162,27.11125630569458,0.9701341733932495
4,479.3262336694799,374.79520597051106,104.53102763569186,0.00018792128804130412,27.81909332682171,0.973603671337191,7.919012189120054,6.255805737460653,1.6632064535065243,0.0002649657852556023,25.757307505607606,0.9693473379810651
5,459.2808464014135,357.7043832354071,101.57646364510342,0.00017954773707427052,27.911740983266967,0.974012833070981,6.558562832206488,4.9569916874518,1.6015711441766471,0.0001525541327364408,27.726445068359375,0.971367597848177
6,443.74795723865384,344.68114024880936,99.06681666442003,0.00017624263762118752,27.94525791683468,0.9740924934075342,6.596697540650765,4.688576883807778,1.9081206587813795,0.0001679818339113505,27.458326075236002,0.9735190373659134
7,436.0012915010136,334.57862711178745,101.4226641993952,0.00017078567703133967,28.024674589600043,0.9743347850879787,6.69146825704972,4.948159520879388,1.7433087356624504,0.00020519564905832036,26.421101828257243,0.9724119510451953
8,427.57233139688935,328.5178500170956,99.05448153346636,0.0001702091066669248,28.0308081482259,0.9743667406634697,6.34038948114713,4.623108805904786,1.7172806703411043,0.00015439557701544496,27.836341398874918,0.9715445140401522
9,424.0620514205282,324.0878882747126,99.97416334468606,0.00016745766479461574,28.07549956624542,0.974574395336246,6.125875369151434,4.263421354701122,1.8624540167097001,0.00015405525114692864,27.578354116757712,0.9744815423985322
10,413.56543022987404,314.935874143483,98.62955614966803,0.0001671210686504202,28.078609547908837,0.9745986158672667,6.0437675621012845,4.411631985167662,1.6321355706652005,0.00017698689892798334,26.805559245109556,0.9718591704467933
11,407.14189639701664,308.0814805234213,99.06041574704139,0.0001643856351607412,28.147061282424566,0.974658075031511,6.099516196568807,4.372339820782344,1.7271763750252624,0.00015346125433552516,28.042700528462728,0.9745248616834482
12,396.68862134020475,299.15573629948767,97.53288497744013,0.00016443668363281522,28.140855965456126,0.9746582901449565,5.848963078200817,4.044588559155663,1.8043745170719923,0.00015571673321392154,27.792847302118936,0.9736122301717599
13,394.3768856175138,296.95830888431783,97.41857638065284,0.0001637781939943905,28.172871781751443,0.9746826107468085,6.150498922357957,4.4999418065647285,1.6505571106194208,0.00017609465323888192,26.177251987139385,0.9723777105311553
14,389.34405810460095,293.26083618091747,96.08322194176263,0.0001643911650005984,28.145936504924467,0.9746494202111005,5.830189486965537,4.1302422522852815,1.699947235081345,0.00014264162214082415,27.64504589430491,0.9733468176821868
15,387.8505021949515,291.34243673170914,96.50806533668843,0.00016314177950791755,28.180175462605263,0.9747042527413481,5.751651086002588,4.209668548400203,1.5419825366052489,0.00013438065911820256,28.019106733640037,0.973637492954731
16,379.646737157451,283.0766818331316,96.57005527912158,0.00016144859416155702,28.19676062507087,0.9747810440040877,5.825403438915809,4.05189405746758,1.7735093772870798,0.00016943250452277424,26.98004220644633,0.9738099017937978
17,380.81532627485376,285.12837747148996,95.68694867680988,0.00016261550584708404,28.181079441902195,0.9746665165746381,5.920021221965551,4.379658465176821,1.5403627529147392,0.00011741283891387867,28.537356479326885,0.9734222385485967
18,377.56335915660406,280.9372596921514,96.62609962716486,0.00016057960929346857,28.22797573686211,0.9747806764185711,5.928364082773527,4.372698783318202,1.5556653007157146,0.00018855725801737814,27.250922417640687,0.9718221184015274
19,373.25145320078775,276.36998754203034,96.88146606553788,0.00015849786656023162,28.27534371642705,0.974959295860964,5.69026065008839,4.1067377257744475,1.583522927463365,0.00017778332338457404,26.799325282732646,0.9719998424847921
20,372.07423122460244,275.2164582889792,96.85777258308013,0.00015863756373951155,28.262593447879592,0.9749269092111226,5.623678189863761,4.108044850622615,1.5156333385587981,0.00013980052268865013,27.6667882010142,0.9728915170331796
21,369.91280704877954,274.14922137509024,95.76358570984755,0.0001594247461540897,28.232301897347256,0.9747787360896432,5.5264181426266825,3.9278852095802623,1.5985329290702939,0.00015271385108553659,27.46621436691284,0.9725169082482655
22,370.3584519878948,274.97840360668596,95.38004801962613,0.00016026174836943503,28.227717236884963,0.9748114819210287,5.569028918405374,3.9229499678760766,1.646078949879855,0.00013717338391931359,27.64795892715454,0.9748531301816304
23,370.06299544058703,273.6174596271244,96.44553591289791,0.0001580004225969447,28.268423548241927,0.9749251795464783,5.836268672203024,4.145645792310437,1.6906228777995953,0.0001860109138184877,26.68289570713043,0.9707818259398142
24,366.44997196287903,271.2707699961007,95.17920208429273,0.00015985807587890014,28.223341058215823,0.9747897419743063,5.905202850749095,4.178249937842289,1.7269529084631552,0.00019438260002304256,26.523334706306457,0.971426060984532
25,364.8718889426281,269.2414859934441,95.63040336500411,0.0001587552684662015,28.25080815310727,0.9748734418673538,5.485784623553355,3.8703159486204384,1.6154686745551103,0.00014131965934727003,27.894039072354634,0.9730456181764603
