epoch,train_loss,train_loss_mse,train_loss_kl,train_mse_rec,train_psnr_rec,train_ssim_rec,val_loss,val_loss_mse,val_loss_kl,val_mse_rec,val_psnr_rec,val_ssim_rec,val_mse_gt,val_mse_gt_h,val_mse_gt_e,val_psnr_gt,val_psnr_gt_h,val_psnr_gt_e,val_ssim_gt,val_ssim_gt_h,val_ssim_gt_e
1,2691.730998757891,5273.064614680141,110.39738592491331,0.002277971630491442,17.408391698276827,0.8531467367616875,1117.2244970003765,2228.02388159434,6.425105820099513,0.0005559173102180163,22.627009471257526,0.9246187234918276,0.09590524652351935,0.13390296154345074,0.05790752967974792,13.523838798205057,13.07021458943685,13.977463086446127,0.3280800810704629,0.4633889210720857,0.19277124661797038
2,661.4490780943378,801.0112574428179,521.8868988181742,0.00024676432444484215,26.711111240477358,0.9677558594264125,826.9714371363322,1644.0152548948925,9.927610695362091,0.0002919703956649755,26.12396240234375,0.9585775683323542,0.09754708580051859,0.14092946828653416,0.05416470323689282,12.807911356290182,11.760616421699524,13.855206370353699,0.2739189661418398,0.3807355755319198,0.16710235814874372
3,569.0008951702389,528.6070395736333,609.3947500075209,0.00012829057752707603,29.091440071991833,0.9754520293801882,731.7477663358053,1452.8592443068821,10.63628508647283,0.00027359910078909405,26.578341643015545,0.9617072269320488,0.09881917356203,0.14577407451967397,0.05186427155664811,11.975437243779501,10.093788305918375,13.857086022694906,0.23330449064572653,0.2992210503046711,0.16738792700925842
4,528.1200356506058,471.64032532027545,584.5997451854543,0.00010422298951909388,29.705038222091456,0.9775353869273199,795.6954265038172,1581.7473118305206,9.643558422724405,0.00023249393901399648,27.193980773289997,0.9653437236944834,0.0994815668091178,0.1487760649373134,0.05018707015551627,11.11174507935842,8.606291343768438,13.617198745409647,0.21906012933080396,0.2637944671635826,0.17432578963538012
5,500.09736539289287,443.219741278915,556.9749893983958,9.071772719878385e-05,30.091031112942087,0.9786227399139042,695.1019703149796,1381.4321149190266,8.771806160608927,0.00019780329466811963,27.877405802408855,0.969551627834638,0.09965613856911659,0.15169730316847563,0.047614971602646015,9.900084376335144,6.275833097945603,13.524335741996765,0.21933767028773823,0.24823017759869495,0.19044516111413637
6,492.1025518263686,433.40398121332106,550.801119582913,8.47472625640643e-05,30.294362789081735,0.9791098620513039,310.0819518963496,610.6314179897308,9.53248937924703,0.00013949162894277833,28.19325606028239,0.9723801463842392,0.0997447264380753,0.1516873554016153,0.04780209700887402,9.852396845817566,6.1287581988920765,13.576035459836325,0.21251397766172886,0.23918653295064965,0.18584142392501235
7,485.57025045241227,426.3623920458753,544.7781084250499,8.320911072768515e-05,30.332455836201166,0.9792307972625534,393.1397835413615,778.0658065478007,8.213758011658987,0.00018052763258917062,27.513424078623455,0.9733385716875395,0.09984660365929206,0.15157043794170022,0.04812276658291618,9.905554791291555,6.293280862271786,13.517828742663065,0.21546050145601234,0.24779212071249881,0.18312888344128928
8,482.8843123811116,421.19874659533747,544.5698773714039,8.275175819172627e-05,30.332842725148133,0.9793258932246981,614.6165566841761,1220.6017207304637,8.63137815395991,0.0002146656650741837,27.14063088099162,0.9735152746240298,0.099947069461147,0.1517452939103047,0.04814884470154842,9.883946478366852,6.294879729781921,13.473013242085775,0.21542561876898011,0.2457505433509747,0.18510069542874893
9,473.536953496707,406.09716409981536,540.9767440868214,8.109111883309262e-05,30.359730480971496,0.9793963381464448,596.1087905565897,1184.1694564024608,8.048119107882181,0.00019915188962234728,27.800994952519734,0.973834382990996,0.10032725303123395,0.15267656308909258,0.04797794246890893,9.546987990538279,5.7016691863536835,13.392306884129843,0.21272113655383387,0.24075993445391455,0.18468233958507577
10,468.6809733241655,399.18455078703533,538.1773962590366,8.041406399829029e-05,30.356762449888258,0.97953119238406,503.42444415887195,998.6405338446299,8.208365301291147,0.00019001851402814887,27.438579559326172,0.9745535676678022,0.10007026341433327,0.15205595782026649,0.04808457059940944,9.88182689746221,6.291893415773909,13.471760431925455,0.2116575469262898,0.2406073808670044,0.1827077066215376
11,469.06998067557527,400.2142028447011,537.925758434133,8.187873939566575e-05,30.301798639704266,0.9794540652449097,342.1560488541921,675.129396279653,9.182708978652954,0.00012707217031978266,28.89196054140727,0.9751093834638596,0.09985474729910493,0.1524763161626955,0.04723317606840283,9.699935336907705,5.964118182659149,13.435752630233765,0.21028934326022863,0.2377322530373931,0.1828464320860803
